Date,AGUAS-A.SN,ANDINA-B.SN,BCI.SN,BSANTANDER.SN,CAP.SN,CENCOMALLS.SN,CMPC.SN,ENELCHILE.SN,ENTEL.SN,FALABELLA.SN,ITAUCL.SN,MALLPLAZA.SN,PARAUCO.SN,RIPLEY.SN,SQM-B.SN
2020-01-02,215.54368591308594,1463.926025390625,18544.365234375,32.44609451293945,3732.22509765625,1085.925048828125,1806.93310546875,52.716617584228516,2658.954345703125,3016.090576171875,18565.201171875,1409.4072265625,1672.6878662109375,256.0742492675781,18871.84375
2020-01-03,216.8824920654297,1471.387939453125,18675.701171875,33.0222282409668,3791.83642578125,1087.7218017578125,1811.650634765625,54.3697395324707,2708.19384765625,3031.47412109375,18812.73828125,1409.4072265625,1689.5928955078125,258.7003173828125,18905.986328125
2020-01-06,224.2457733154297,1478.85009765625,19069.703125,33.54731750488281,3734.84033203125,1091.6363525390625,1852.2242431640625,55.251426696777344,2693.86572265625,3067.670654296875,18523.94921875,1420.0440673828125,1708.277099609375,266.93109130859375,19380.314453125
2020-01-07,222.86007690429688,1492.3497314453125,19489.97265625,33.7661018371582,3699.5439453125,1113.390869140625,1849.393310546875,55.1044807434082,2708.19384765625,3121.966064453125,18523.94921875,1422.70361328125,1734.9688720703125,280.59381103515625,19850.033203125
2020-01-08,228.93150329589844,1499.2012939453125,19595.0390625,33.693180084228516,3685.164306640625,1118.46044921875,1849.393310546875,55.236732482910156,2739.215087890625,3127.3046875,18259.91015625,1440.34326171875,1759.88134765625,301.0483703613281,19729.150390625
2020-01-09,228.26210021972656,1473.4232177734375,19489.97265625,33.897377014160156,3653.72412109375,1112.107421875,1862.6033935546875,55.47184753417969,2757.433837890625,3142.77880859375,18152.64453125,1429.4403076171875,1732.7447509765625,297.2135925292969,19379.39453125
2020-01-10,226.4547119140625,1491.7392578125,19647.5703125,34.05052947998047,3712.616943359375,1112.107421875,1962.6214599609375,56.50045394897461,2830.801025390625,3212.457763671875,18144.392578125,1475.5340576171875,1778.4765625,300.0195617675781,19951.548828125
2020-01-13,224.91514587402344,1499.2691650390625,19673.837890625,33.65671157836914,3706.080322265625,1110.182373046875,1953.186279296875,57.38212585449219,2757.433837890625,3108.39208984375,17946.36328125,1444.4208984375,1726.0716552734375,305.7752990722656,21406.853515625
2020-01-14,228.91810607910156,1500.5576171875,19568.7734375,32.45338439941406,3660.32568359375,1110.182373046875,1926.76611328125,57.52907180786133,2914.01708984375,3012.470703125,17368.779296875,1419.15771484375,1690.482421875,310.81158447265625,22192.1796875
2020-01-15,223.02386474609375,1522.265869140625,19219.94921875,32.27106475830078,3562.28125,1091.7005615234375,1886.287109375,57.308658599853516,2791.902099609375,2981.70361328125,16754.064453125,1420.0440673828125,1688.703125,316.5673828125,21898.716796875
2020-01-16,224.32334899902344,1492.4852294921875,19116.455078125,31.964763641357422,3500.18701171875,1076.235107421875,1941.768798828125,57.44826126098633,2700.80810546875,2963.605224609375,16576.6640625,1413.83935546875,1668.239501953125,319.08551025390625,22489.326171875
2020-01-17,219.74107360839844,1524.3009033203125,19123.28515625,31.797021865844727,3536.13623046875,1079.7005615234375,1959.790771484375,56.64739990234375,2683.57421875,2940.982421875,16547.78515625,1409.4957275390625,1651.33447265625,315.04931640625,21947.625
2020-01-20,215.50082397460938,1494.70849609375,18912.1015625,31.2646427154541,3509.991455078125,1077.4542236328125,1910.725341796875,56.9412956237793,2683.967529296875,2901.79931640625,16630.296875,1372.70947265625,1632.7392578125,312.8980712890625,21686.46484375
2020-01-21,205.34474182128906,1458.3526611328125,18339.484375,30.630157470703125,3451.164794921875,1065.3255615234375,1858.8291015625,56.57392883300781,2608.729248046875,2807.05419921875,16007.33203125,1334.0615234375,1583.7152099609375,302.8974304199219,21221.361328125
2020-01-22,204.50350952148438,1460.136474609375,18045.296875,30.703086853027344,3451.099365234375,1048.5767822265625,1858.8291015625,56.57392883300781,2600.604736328125,2859.539794921875,16019.7060546875,1330.249755859375,1542.8768310546875,298.5805969238281,20685.19140625
2020-01-23,204.48980712890625,1454.991455078125,17963.34375,31.067731857299805,3376.651123046875,1033.17529296875,1835.2401123046875,56.6253547668457,2614.3427734375,2859.539794921875,16213.6103515625,1295.9454345703125,1557.6461181640625,285.845947265625,21409.6171875
2020-01-24,209.96115112304688,1457.6666259765625,17808.892578125,30.3238582611084,3398.87451171875,1045.7530517578125,1821.08642578125,56.280033111572266,2649.106201171875,2886.77783203125,16296.1240234375,1286.9041748046875,1601.509765625,280.6657409667969,20811.626953125
2020-01-27,207.2255096435547,1433.657958984375,17309.828125,29.6164493560791,3235.467529296875,1041.9669189453125,1764.47216796875,55.420711517333984,2582.435302734375,2810.764404296875,16089.841796875,1286.0177001953125,1597.0611572265625,270.1542663574219,20410.1953125
2020-01-28,208.2513427734375,1461.096435546875,17519.9609375,29.280977249145508,3235.467529296875,1038.1168212890625,1788.0616455078125,55.57589340209961,2543.240478515625,2864.064453125,16007.33203125,1311.901123046875,1605.9583740234375,271.9313659667969,20597.529296875
2020-01-29,208.52490234375,1454.2366943359375,17283.55859375,28.478755950927734,3245.2060546875,1010.7150268554688,1764.47216796875,55.57589340209961,2550.626220703125,2841.441162109375,16007.33203125,1285.3084716796875,1610.406982421875,273.2480163574219,20717.49609375
2020-01-30,211.32896423339844,1440.517578125,17152.2265625,28.4495792388916,3184.2880859375,1019.6990966796875,1755.225341796875,56.27798843383789,2535.854736328125,2827.867431640625,15924.8203125,1298.6048583984375,1610.406982421875,267.7512512207031,20855.919921875
2020-01-31,205.17372131347656,1433.58935546875,17553.056640625,28.872573852539062,3111.277587890625,1051.785400390625,1731.447509765625,56.09322738647461,2585.09423828125,2841.441162109375,16048.587890625,1276.5328369140625,1628.20166015625,268.65777587890625,20579.072265625
2020-02-03,208.2513427734375,1396.8905029296875,17958.091796875,29.80606460571289,3026.305419921875,1038.5015869140625,1731.447509765625,56.86921691894531,2575.24609375,2841.441162109375,15512.2587890625,1241.873779296875,1605.9583740234375,266.923828125,20674.12109375
2020-02-04,209.5712890625,1431.6002197265625,18386.765625,30.17799949645996,3260.958251953125,1039.5926513671875,1762.585205078125,57.64521408081055,2565.398681640625,2864.064453125,15594.7705078125,1320.76513671875,1645.9962158203125,266.4849853515625,22516.08984375
2020-02-05,216.21212768554688,1413.0791015625,18912.1015625,29.86440658569336,3268.1484375,1059.4859619140625,1819.199462890625,57.64521408081055,2522.116943359375,2893.92626953125,15722.6650390625,1294.1727294921875,1650.4449462890625,262.6070251464844,21641.25
2020-02-06,216.80026245117188,1400.0458984375,19227.3046875,29.94462776184082,3229.9111328125,1073.60400390625,1853.07373046875,57.64521408081055,2475.2890625,2882.162841796875,15809.3037109375,1294.1727294921875,1681.585205078125,256.1965637207031,22239.244140625
2020-02-07,216.389892578125,1413.76513671875,19205.236328125,29.543516159057617,3078.595703125,1077.4542236328125,1792.779541015625,57.719120025634766,2501.38671875,2873.02294921875,15986.7021484375,1294.1727294921875,1681.585205078125,249.51263427734375,21500.982421875
2020-02-10,211.3973846435547,1405.533447265625,18859.56640625,29.25909423828125,3121.08154296875,1070.2027587890625,1736.259521484375,57.68217468261719,2533.392578125,2860.534912109375,15677.283203125,1309.596435546875,1699.46875,252.41929626464844,21423.4609375
2020-02-11,207.90940856933594,1406.219482421875,18912.1015625,29.025724411010742,3325.668212890625,1077.64697265625,1802.2149658203125,57.637821197509766,2570.322509765625,2855.014892578125,15755.6689453125,1323.3358154296875,1704.6292724609375,260.4486083984375,21963.314453125
2020-02-12,206.5415802001953,1393.8721923828125,18859.56640625,29.17887306213379,3373.840087890625,1092.342529296875,1839.9578857421875,56.90616989135742,2533.392578125,2850.490966796875,15656.6552734375,1325.1971435546875,1690.482421875,254.1460418701172,22610.220703125
2020-02-13,207.90940856933594,1397.713623046875,18859.56640625,29.171581268310547,3330.243408203125,1102.60986328125,1855.99853515625,57.12049865722656,2535.854736328125,2862.25439453125,15714.4140625,1364.19970703125,1690.482421875,245.8433380126953,22646.208984375
2020-02-14,209.2772216796875,1395.9302978515625,19012.443359375,28.836109161376953,3362.40185546875,1100.6846923828125,1848.449951171875,57.05398178100586,2540.9755859375,2858.90625,15611.2734375,1336.543701171875,1708.277099609375,247.69960021972656,22397.048828125
